,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,Diabetes,Poverty,LC
1533,MO,Knox County,"3,977",944,862,91,280,295,369,370,723,2
1534,MO,Laclede County,"35,443","8,775","6,274",851,"2,478","2,406","2,939","2,971","5,434",25
1535,MO,Lafayette County,"32,641","7,483","6,087",725,"2,336","2,306","2,825","2,854","3,977",23
1536,MO,Lawrence County,"38,434","9,710","6,970",941,"2,669","2,607","3,199","3,225","6,038",27
1537,MO,Lewis County,"9,967","2,244","1,814",217,718,680,833,838,"1,478",7
1538,MO,Lincoln County,"56,183","14,315","7,430","1,388","3,903","3,520","4,146","4,268","5,436",40
1539,MO,Linn County,"12,194","2,923","2,498",283,860,871,"1,084","1,086","1,620",8
1540,MO,Livingston County,"15,173","3,176","2,909",308,"1,117","1,051","1,295","1,296","2,166",10
1541,MO,McDonald County,"22,828","5,873","3,495",569,"1,578","1,482","1,778","1,814","4,315",16
1542,MO,Macon County,"15,251","3,551","3,393",344,"1,084","1,124","1,414","1,409","1,880",11
1543,MO,Madison County,"12,243","2,841","2,267",275,873,859,"1,052","1,063","2,233",8
1544,MO,Maries County,"8,867","1,864","1,861",180,649,670,829,835,"1,215",6
1545,MO,Marion County,"28,634","6,674","5,046",647,"2,043","1,938","2,364","2,386","4,694",20
1546,MO,Mercer County,"3,678",873,780,84,259,271,337,338,524,2
1547,MO,Miller County,"25,228","5,926","4,701",574,"1,793","1,765","2,165","2,185","3,720",18
1548,MO,Mississippi County,"13,586","2,872","2,352",278,998,924,"1,121","1,133","3,329",9
1549,MO,Moniteau County,"16,063","3,977","2,469",385,"1,127","1,019","1,226","1,243","1,757",11
1550,MO,Monroe County,"8,612","1,888","1,968",183,622,661,830,830,"1,146",6
1551,MO,Montgomery County,"11,438","2,537","2,355",246,825,847,"1,049","1,056","1,675",8
1552,MO,Morgan County,"20,145","4,569","4,747",443,"1,440","1,549","1,956","1,949","3,893",14
1553,MO,New Madrid County,"17,582","4,046","3,270",392,"1,257","1,235","1,513","1,528","4,369",12
1554,MO,Newton County,"58,290","13,972","10,350","1,355","4,120","3,977","4,854","4,906","7,517",42
1555,MO,Nodaway County,"22,472","3,641","3,329",353,"1,768","1,364","1,629","1,627","3,213",16
1556,MO,Oregon County,"10,558","2,365","2,424",229,757,813,"1,021","1,021","2,522",7
1557,MO,Osage County,"13,662","3,126","2,344",303,979,943,"1,142","1,160","1,217",9
1558,MO,Ozark County,"9,186","1,754","2,577",170,685,781,"1,003",993,"1,954",6
1559,MO,Pemiscot County,"16,826","4,383","2,761",425,"1,158","1,093","1,327","1,343","4,369",12
1560,MO,Perry County,"19,225","4,513","3,380",437,"1,367","1,319","1,606","1,626","1,837",13
1561,MO,Pettis County,"42,558","10,616","6,934","1,029","2,975","2,761","3,344","3,384","6,639",30
1562,MO,Phelps County,"44,744","9,375","7,142",909,"3,305","2,868","3,458","3,483","7,661",32
1563,MO,Pike County,"18,567","4,095","3,200",397,"1,347","1,254","1,524","1,539","2,656",13
1564,MO,Platte County,"101,187","24,110","14,353","2,338","7,191","6,415","7,617","7,785","6,187",73
1565,MO,Polk County,"31,794","7,288","5,739",706,"2,282","2,129","2,610","2,619","4,568",22
1566,MO,Pulaski County,"52,059","11,463","4,559","1,111","3,833","2,517","2,851","2,884","5,469",38
1567,MO,Putnam County,"4,811","1,078","1,153",104,345,371,469,467,782,3
1568,MO,Ralls County,"10,224","2,213","2,135",214,742,767,950,956,976,7
1569,MO,Randolph County,"24,945","5,362","4,075",520,"1,825","1,660","2,001","2,027","3,791",18
1570,MO,Ray County,"22,855","5,177","4,138",502,"1,641","1,622","1,975","2,005","2,315",16
1571,MO,Reynolds County,"6,275","1,259","1,425",122,464,492,614,617,"1,255",4
1572,MO,Ripley County,"13,564","3,099","2,727",300,971,978,"1,210","1,216","3,197",9
1573,MO,St. Charles County,"395,504","93,319","58,031","9,050","28,175","25,516","30,393","31,049","20,661",285
1574,MO,St. Clair County,"9,362","1,826","2,535",177,695,774,992,981,"1,857",6
1575,MO,Ste. Genevieve County,"17,843","3,899","3,372",378,"1,293","1,305","1,595","1,619","1,885",12
1576,MO,St. Francois County,"66,705","14,227","10,683","1,379","4,894","4,425","5,319","5,396","10,499",48
1577,MO,St. Louis County,"996,726","219,750","176,498","21,311","72,297","68,715","83,637","84,555","97,993",715
1578,MO,Saline County,"22,660","5,183","4,031",502,"1,627","1,517","1,855","1,864","3,321",16
1579,MO,Schuyler County,"4,508","1,153",898,111,311,313,390,390,705,3
1580,MO,Scotland County,"4,963","1,445",892,140,327,314,389,388,755,3
1581,MO,Scott County,"38,541","9,202","6,846",892,"2,728","2,618","3,197","3,227","7,644",27
1582,MO,Shannon County,"8,249","1,772","1,800",171,599,631,785,789,"2,923",5
1583,MO,Shelby County,"6,021","1,461","1,263",141,422,431,538,538,916,4
1584,MO,Stoddard County,"29,369","6,445","5,789",625,"2,129","2,097","2,588","2,600","4,938",21
1585,MO,Stone County,"31,699","5,286","9,600",512,"2,432","2,840","3,668","3,624","4,866",22
1586,MO,Sullivan County,"6,229","1,414","1,237",137,446,452,558,562,988,4
1587,MO,Taney County,"55,355","11,669","11,758","1,131","4,059","4,002","4,997","4,978","7,401",39
1588,MO,Texas County,"25,735","5,542","5,290",537,"1,874","1,878","2,328","2,335","5,041",18
1589,MO,Vernon County,"20,437","4,922","3,813",477,"1,441","1,414","1,738","1,751","3,077",14
1590,MO,Warren County,"34,373","8,316","5,945",806,"2,421","2,364","2,871","2,916","3,444",24
1591,MO,Washington County,"25,022","5,777","4,077",560,"1,790","1,706","2,053","2,094","5,422",18
1592,MO,Wayne County,"13,296","2,746","3,051",266,975,"1,046","1,309","1,313","2,996",9
1593,MO,Webster County,"38,665","10,543","5,859","1,022","2,618","2,440","2,935","2,986","5,817",28
1594,MO,Worth County,"2,057",419,488,40,151,163,205,205,295,1
1595,MO,Wright County,"18,331","4,651","3,548",451,"1,269","1,281","1,583","1,593","4,390",13
1596,MO,St. Louis City,"308,626","59,774","40,262","5,796","23,304","19,101","22,384","22,852","64,108",222
1597,MT,Beaverhead County,"9,434","1,668","2,030",143,705,500,621,625,"1,238",4
1598,MT,Big Horn County,"13,360","4,577","1,654",392,803,518,602,642,"3,535",6
1599,MT,Blaine County,"6,708","2,030","1,015",174,426,287,344,359,"1,727",3
1600,MT,Broadwater County,"5,936","1,184","1,379",101,423,337,428,433,574,3
1601,MT,Carbon County,"10,696","1,920","2,657",164,782,630,807,810,999,5
1602,MT,Carter County,"1,222",244,306,20,87,70,90,89,155,0
1603,MT,Cascade County,"81,654","18,343","14,861","1,572","5,767","3,947","4,797","4,921","9,411",42
1604,MT,Chouteau County,"5,765","1,338","1,144",114,399,291,361,368,825,3
1605,MT,Custer County,"11,721","2,542","2,253",217,830,595,730,751,"1,465",6
1606,MT,Daniels County,"1,737",373,450,31,121,98,128,126,173,0
1607,MT,Dawson County,"8,950","1,996","1,679",171,629,447,546,562,907,4
1608,MT,Deer Lodge County,"9,106","1,339","2,087",114,697,528,660,673,"1,342",4
1609,MT,Fallon County,"3,009",814,508,69,198,140,170,176,270,1
1610,MT,Fergus County,"11,291","2,380","2,664",204,799,620,792,789,"1,396",5
1611,MT,Flathead County,"100,000","22,100","18,805","1,895","7,037","5,065","6,195","6,399","10,824",52
1612,MT,Gallatin County,"107,810","21,733","13,075","1,863","8,000","4,523","5,011","5,415","10,195",56
1613,MT,Garfield County,"1,293",302,294,25,89,67,86,85,212,0
1614,MT,Glacier County,"13,640","4,256","1,621",364,859,541,618,667,"3,487",7
1615,MT,Golden Valley County,822,163,221,13,58,48,63,62,151,0
1616,MT,Granite County,"3,358",527,979,45,250,213,280,276,405,1
1617,MT,Hill County,"16,463","4,595","2,399",394,"1,085",706,832,873,"2,511",8
1618,MT,Jefferson County,"11,891","2,417","2,463",207,845,658,818,847,983,6
1619,MT,Judith Basin County,"1,961",377,500,32,140,116,150,151,249,1
1620,MT,Lake County,"30,273","7,250","6,425",621,"2,073","1,559","1,964","1,977","5,612",15
1621,MT,Lewis and Clark County,"67,773","14,599","12,239","1,251","4,816","3,389","4,105","4,265","5,474",35
1622,MT,Liberty County,"2,427",520,487,44,172,126,156,159,429,1
1623,MT,Lincoln County,"19,440","3,540","5,401",303,"1,409","1,193","1,564","1,542","3,001",10
1624,MT,McCone County,"1,718",359,430,30,121,97,126,125,248,0
1625,MT,Madison County,"8,175","1,288","2,372",110,612,512,673,659,805,4
1626,MT,Meagher County,"1,851",341,544,29,134,113,150,145,285,0
1627,MT,Mineral County,"4,255",782,"1,205",67,307,261,344,337,612,2
1628,MT,Missoula County,"117,441","22,463","17,656","1,926","8,760","5,358","6,194","6,527","16,351",61
1629,MT,Musselshell County,"4,639",885,"1,169",75,333,274,353,354,787,2
1630,MT,Park County,"16,353","2,992","3,591",256,"1,199",910,"1,138","1,160","2,087",8
1631,MT,Petroleum County,523,96,126,8,37,30,39,39,74,0
1632,MT,Phillips County,"4,119",985,886,84,280,218,275,279,585,2
1633,MT,Pondera County,"5,960","1,421","1,204",121,409,302,377,383,"1,020",3
1634,MT,Powder River County,"1,752",294,446,25,129,105,135,135,209,0
1635,MT,Powell County,"6,795",998,"1,360",85,523,374,455,472,973,3
1636,MT,Prairie County,"1,109",204,340,17,80,68,92,88,130,0
1637,MT,Ravalli County,"42,563","8,262","10,661",708,"3,062","2,457","3,164","3,150","5,275",22
1638,MT,Richland County,"11,039","2,823","1,580",242,748,496,580,619,957,5
1639,MT,Roosevelt County,"11,098","3,747","1,188",321,675,413,466,507,"2,838",5
1640,MT,Rosebud County,"9,248","2,688","1,391",230,595,408,486,511,"1,577",4
1641,MT,Sanders County,"11,711","2,065","3,480",177,854,736,977,951,"2,363",6
1642,MT,Sheridan County,"3,469",721,753,61,247,186,234,237,372,1
1643,MT,Silver Bow County,"34,602","7,026","6,420",602,"2,505","1,735","2,106","2,172","5,487",18
1644,MT,Stillwater County,"9,419","2,049","2,075",175,657,519,655,668,798,4
1645,MT,Sweet Grass County,"3,691",767,929,65,261,208,270,267,362,1
1646,MT,Teton County,"6,085","1,473","1,360",126,414,318,406,405,796,3
1647,MT,Toole County,"4,886",959,858,82,356,245,294,308,660,2
1648,MT,Treasure County,679,129,191,11,48,40,53,52,79,0
1649,MT,Valley County,"7,433","1,657","1,716",142,518,401,512,511,864,3
1650,MT,Wheatland County,"2,140",515,528,44,145,116,152,149,383,1
1651,MT,Wibaux County,"1,020",228,239,19,70,56,72,72,107,0
1652,MT,Yellowstone County,"158,980","37,545","26,229","3,219","11,065","7,452","8,905","9,288","15,983",83
1653,NE,Adams County,"31,678","7,505","5,558",460,"1,983","1,451","2,096","2,560","3,658",18
1654,NE,Antelope County,"6,362","1,495","1,480",91,392,333,507,591,704,3
1655,NE,Arthur County,457,118,102,7,27,22,33,39,63,0
1656,NE,Banner County,742,174,173,10,45,39,59,69,87,0
1657,NE,Blaine County,482,98,116,6,31,26,40,47,70,0
1658,NE,Boone County,"5,352","1,266","1,178",77,331,274,413,486,483,3
1659,NE,Box Butte County,"10,886","2,752","2,029",168,664,514,753,909,"1,241",6
1660,NE,Boyd County,"1,977",381,590,23,127,117,186,209,242,1
1661,NE,Brown County,"3,014",660,759,40,189,166,255,294,363,1
1662,NE,Buffalo County,"49,732","11,594","6,983",710,"3,162","2,023","2,802","3,549","6,052",29
1663,NE,Burt County,"6,535","1,460","1,556",89,409,350,533,620,736,3
1664,NE,Butler County,"8,053","1,897","1,665",116,500,405,602,718,671,4
1665,NE,Cass County,"25,889","6,325","4,386",387,"1,605","1,220","1,753","2,162","1,517",15
1666,NE,Cedar County,"8,530","2,152","1,820",131,516,431,647,765,692,4
1667,NE,Chase County,"3,971",990,803,60,242,195,290,346,361,2
1668,NE,Cherry County,"5,818","1,346","1,261",82,362,294,442,521,673,3
1669,NE,Cheyenne County,"9,676","2,310","1,767",141,602,458,667,811,976,5
1670,NE,Clay County,"6,205","1,529","1,238",93,380,305,452,541,657,3
1671,NE,Colfax County,"10,585","3,264","1,419",200,605,415,582,733,962,6
1672,NE,Cuming County,"9,042","2,206","1,980",135,553,456,687,808,733,5
1673,NE,Custer County,"10,897","2,572","2,393",157,674,554,834,982,"1,301",6
1674,NE,Dakota County,"20,186","5,749","2,723",352,"1,194",811,"1,130","1,429","2,525",11
1675,NE,Dawes County,"8,890","1,557","1,584",95,604,405,579,710,"1,359",5
1676,NE,Dawson County,"23,709","6,498","3,865",398,"1,413","1,021","1,469","1,801","2,688",13
1677,NE,Deuel County,"1,883",394,464,24,119,105,160,186,227,1
1678,NE,Dixon County,"5,754","1,457","1,153",89,349,280,416,497,494,3
1679,NE,Dodge County,"36,707","8,862","7,023",543,"2,273","1,741","2,558","3,076","4,829",21
1680,NE,Douglas County,"561,620","144,522","71,090","8,859","34,654","22,402","30,638","39,392","62,619",327
1681,NE,Dundy County,"1,801",359,451,22,116,100,153,177,265,1
1682,NE,Fillmore County,"5,582","1,130","1,269",69,360,299,449,531,440,3
1683,NE,Franklin County,"2,990",585,814,35,192,173,268,307,406,1
1684,NE,Frontier County,"2,631",530,611,32,170,139,210,246,328,1
1685,NE,Furnas County,"4,780","1,052","1,162",64,300,258,394,457,525,2
1686,NE,Gage County,"21,601","4,842","4,417",296,"1,364","1,094","1,619","1,938","2,274",12
1687,NE,Garden County,"1,906",376,533,23,122,112,175,200,292,1
1688,NE,Garfield County,"2,016",382,557,23,130,117,182,208,229,1
1689,NE,Gosper County,"2,028",452,470,27,127,109,165,194,182,1
1690,NE,Grant County,649,144,152,8,40,34,52,61,65,0
1691,NE,Greeley County,"2,374",550,620,33,146,128,199,227,288,1
1692,NE,Hall County,"61,519","16,758","9,003","1,027","3,694","2,572","3,626","4,535","7,247",36
1693,NE,Hamilton County,"9,207","2,210","1,771",135,570,448,658,793,585,5
1694,NE,Harlan County,"3,443",743,886,45,216,194,299,345,353,2
1695,NE,Hayes County,893,187,237,11,56,50,78,89,149,0
1696,NE,Hitchcock County,"2,834",658,711,40,174,152,235,270,384,1
1697,NE,Holt County,"10,202","2,525","2,200",154,622,518,778,918,"1,088",5
1698,NE,Hooker County,674,137,208,8,42,39,63,70,56,0
1699,NE,Howard County,"6,437","1,545","1,350",94,397,324,484,575,635,3
1700,NE,Jefferson County,"7,178","1,570","1,707",96,452,386,587,685,811,4
1701,NE,Johnson County,"5,185",996,954,61,343,255,368,451,524,3
1702,NE,Kearney County,"6,530","1,605","1,267",98,401,317,467,561,539,3
1703,NE,Keith County,"8,072","1,625","2,089",99,518,454,699,806,982,4
1704,NE,Keya Paha County,793,147,235,9,51,48,75,85,140,0
1705,NE,Kimball County,"3,619",800,883,49,227,195,299,346,489,2
1706,NE,Knox County,"8,472","2,058","2,060",126,516,451,692,800,"1,034",4
1707,NE,Lancaster County,"314,358","72,148","42,403","4,423","20,118","12,714","17,460","22,295","33,985",183
1708,NE,Lincoln County,"35,280","8,400","6,576",514,"2,197","1,680","2,454","2,970","4,008",20
1709,NE,Logan County,768,206,165,12,45,37,56,66,68,0
1710,NE,Loup County,609,114,177,6,39,36,57,65,96,0
1711,NE,McPherson County,499,113,111,6,31,27,40,48,63,0
1712,NE,Madison County,"35,144","8,789","5,537",538,"2,171","1,543","2,193","2,724","4,432",20
1713,NE,Merrick County,"7,882","1,814","1,587",111,494,391,579,693,787,4
1714,NE,Morrill County,"4,836","1,150",984,70,299,240,357,426,678,2
1715,NE,Nance County,"3,607",822,755,50,226,185,275,328,411,2
1716,NE,Nemaha County,"6,949","1,494","1,398",91,445,336,496,593,813,4
1717,NE,Nuckolls County,"4,275",870,"1,144",53,273,242,376,430,483,2
1718,NE,Otoe County,"16,027","3,870","3,094",237,991,777,"1,143","1,376","1,429",9
1719,NE,Pawnee County,"2,641",556,751,34,166,154,241,273,342,1
1720,NE,Perkins County,"2,903",728,677,44,175,147,224,260,267,1
1721,NE,Phelps County,"9,060","2,164","1,846",132,561,446,662,789,774,5
1722,NE,Pierce County,"7,138","1,767","1,363",108,438,347,510,614,668,4
1723,NE,Platte County,"33,175","8,673","5,575",531,"2,010","1,481","2,135","2,615","2,807",19
1724,NE,Polk County,"5,328","1,225","1,151",75,332,276,413,490,357,3
1725,NE,Red Willow County,"10,728","2,378","2,156",145,680,530,783,938,"1,124",6
1726,NE,Richardson County,"7,969","1,685","1,945",103,506,437,667,776,"1,011",4
1727,NE,Rock County,"1,436",286,364,17,92,81,124,144,200,0
1728,NE,Saline County,"14,441","3,546","2,107",217,900,609,852,"1,072","1,411",8
1729,NE,Sarpy County,"181,439","50,162","20,488","3,075","10,936","6,943","9,352","12,213","9,108",106
1730,NE,Saunders County,"21,057","5,140","3,877",315,"1,301","1,013","1,478","1,795","1,562",12
1731,NE,Scotts Bluff County,"36,363","9,109","6,750",558,"2,227","1,688","2,473","2,981","4,733",21
1732,NE,Seward County,"17,161","4,002","2,865",245,"1,082",774,"1,107","1,365","1,173",10
1733,NE,Sheridan County,"5,289","1,180","1,355",72,330,289,447,513,737,3
1734,NE,Sherman County,"3,086",664,807,40,194,173,268,308,353,1
1735,NE,Sioux County,"1,203",220,331,13,78,71,111,127,205,0
1736,NE,Stanton County,"5,988","1,495","1,036",91,368,280,405,497,467,3
1737,NE,Thayer County,"5,045","1,142","1,277",70,313,276,425,490,567,2
1738,NE,Thomas County,725,170,178,10,44,38,59,68,97,0
1739,NE,Thurston County,"7,223","2,602",851,159,382,254,352,447,"1,664",4
1740,NE,Valley County,"4,209",981,"1,026",60,259,223,342,395,501,2
1741,NE,Washington County,"20,721","4,928","3,642",302,"1,294",984,"1,421","1,742","1,458",12
1742,NE,Wayne County,"9,318","1,897","1,507",116,612,407,575,714,"1,030",5
1743,NE,Webster County,"3,524",767,809,47,223,187,283,332,440,2
1744,NE,Wheeler County,818,168,201,10,52,45,69,80,75,0
1745,NE,York County,"13,806","3,209","2,732",196,864,664,980,"1,173","1,307",8
1746,NV,Churchill County,"24,230","5,536","4,501",429,"1,936","1,412","1,732","2,106","2,747",11
1747,NV,Clark County,"2,204,079","514,192","317,010","39,891","176,845","115,545","139,163","169,996","305,802","1,026"
1748,NV,Douglas County,"48,309","8,336","13,128",646,"4,072","3,517","4,418","5,350","3,931",22
1749,NV,Elko County,"52,649","14,476","5,705","1,123","4,020","2,477","2,948","3,640","5,476",24
1750,NV,Esmeralda County,850,131,284,10,72,66,84,100,124,0
1751,NV,Eureka County,"1,961",458,335,35,155,117,144,178,175,0
1752,NV,Humboldt County,"16,826","4,546","2,212",352,"1,285",851,"1,026","1,264","1,748",7
1753,NV,Lander County,"5,693","1,503",872,116,436,303,368,451,628,2
1754,NV,Lincoln County,"5,223","1,089","1,252",84,423,336,418,502,678,2
1755,NV,Lyon County,"54,122","11,736","11,425",910,"4,367","3,372","4,172","5,064","5,779",25
1756,NV,Mineral County,"4,457",853,"1,070",66,369,299,373,452,768,2
1757,NV,Nye County,"44,202","7,390","13,233",573,"3,730","3,330","4,204","5,057","6,778",20
1758,NV,Pershing County,"6,508","1,069","1,026",82,568,386,467,575,873,3
1759,NV,Storey County,"4,006",491,"1,218",38,356,324,410,498,278,1
1760,NV,Washoe County,"460,587","100,677","73,095","7,810","37,551","25,463","30,860","37,680","50,261",214
1761,NV,White Pine County,"9,592","1,915","1,667",148,798,555,676,824,"1,131",4
1762,NV,Carson City,"54,745","11,065","11,026",858,"4,515","3,386","4,170","5,072","5,679",25
1763,NH,Belknap County,"60,785","11,326","13,093",816,"6,486","3,583","3,948","4,601","4,953",38
1764,NH,Carroll County,"48,064","7,768","13,003",560,"5,194","3,135","3,630","4,150","4,424",30
1765,NH,Cheshire County,"75,960","13,720","14,671",989,"8,258","4,256","4,554","5,345","6,687",47
1766,NH,Coos County,"31,634","5,230","7,339",377,"3,452","1,936","2,160","2,502","3,415",19
1767,NH,Grafton County,"89,386","14,701","17,925","1,060","9,913","5,082","5,464","6,387","7,770",56
1768,NH,Hillsborough County,"409,697","84,639","62,856","6,105","43,548","21,362","21,779","26,176","31,832",257
1769,NH,Merrimack County,"149,216","28,806","26,517","2,077","16,015","8,180","8,607","10,203","10,392",93
1770,NH,Rockingham County,"306,363","60,226","52,881","4,344","32,693","16,926","17,713","21,136","15,533",192
1771,NH,Strafford County,"128,613","24,153","18,821","1,742","14,111","6,520","6,520","7,840","11,176",80
1772,NH,Sullivan County,"43,077","8,204","9,051",591,"4,580","2,510","2,752","3,213","4,369",27
1773,NJ,Atlantic County,"269,918","58,018","46,703","4,815","18,160","13,281","16,692","24,388","38,092",151
1774,NJ,Bergen County,"948,406","201,468","159,694","16,721","63,972","46,412","57,970","84,999","62,037",530
1775,NJ,Burlington County,"448,596","93,712","74,712","7,778","30,404","21,990","27,389","40,258","28,202",251
1776,NJ,Camden County,"510,719","116,529","77,865","9,671","33,579","23,759","29,142","42,971","58,696",285
1777,NJ,Cape May County,"93,553","16,577","23,981","1,375","6,640","5,367","7,251","10,136","9,486",52
1778,NJ,Cumberland County,"152,538","36,267","22,819","3,010","9,863","6,929","8,468","12,445","26,129",85
1779,NJ,Essex County,"808,285","190,779","107,641","15,834","52,391","35,903","42,908","64,082","123,806",451
1780,NJ,Gloucester County,"292,206","64,660","44,846","5,366","19,476","13,864","17,046","25,261","19,238",163
1781,NJ,Hudson County,"691,643","139,805","79,986","11,603","46,041","29,693","33,859","50,884","96,125",387
1782,NJ,Hunterdon County,"125,059","24,795","22,251","2,057","8,722","6,511","8,253","12,216","4,793",70
1783,NJ,Mercer County,"374,733","79,884","55,346","6,630","25,058","17,479","21,203","31,409","40,622",209
1784,NJ,Middlesex County,"842,798","182,065","122,235","15,111","56,101","38,961","47,105","69,849","69,518",472
1785,NJ,Monmouth County,"626,351","133,890","106,513","11,112","42,458","31,154","39,130","57,649","45,085",350
1786,NJ,Morris County,"499,693","106,917","82,840","8,874","33,786","24,576","30,685","45,267","24,225",279
1787,NJ,Ocean County,"597,943","142,047","133,920","11,789","39,051","30,782","40,995","57,413","60,406",334
1788,NJ,Passaic County,"512,607","122,618","72,866","10,177","33,107","23,035","27,900","41,309","82,865",286
1789,NJ,Salem County,"62,792","13,537","11,447","1,123","4,227","3,137","3,987","5,790","8,215",35
1790,NJ,Somerset County,"335,432","74,087","50,918","6,149","22,470","16,052","19,745","29,432","17,396",187
1791,NJ,Sussex County,"141,682","28,483","23,597","2,364","9,803","7,175","8,971","13,340","7,372",79
1792,NJ,Union County,"563,892","131,357","79,612","10,902","36,831","25,655","31,045","46,198","52,052",315
1793,NJ,Warren County,"106,798","21,523","18,811","1,786","7,358","5,429","6,847","10,068","7,770",59
1794,NM,Bernalillo County,"676,773","149,686","106,580","13,930","55,793","30,802","37,640","54,894","97,103",260
1795,NM,Catron County,"3,587",445,"1,448",41,306,254,349,463,754,1
1796,NM,Chaves County,"64,866","17,241","10,189","1,604","5,024","2,819","3,474","5,034","11,885",25
1797,NM,Cibola County,"26,853","6,432","4,200",598,"2,159","1,199","1,469","2,138","7,316",10
1798,NM,Colfax County,"12,174","2,266","3,150",210,"1,010",688,893,"1,240","2,320",4
1799,NM,Curry County,"49,812","13,296","6,154","1,237","3,921","1,905","2,294","3,401","9,114",19
1800,NM,De Baca County,"1,829",406,500,37,143,101,134,183,400,0
1801,NM,Dona Ana County,"215,579","53,579","33,137","4,986","17,191","9,092","11,209","16,280","55,541",83
1802,NM,Eddy County,"56,997","15,018","8,259","1,397","4,449","2,442","2,972","4,348","9,492",22
1803,NM,Grant County,"27,687","5,650","7,392",525,"2,240","1,522","2,004","2,756","5,490",10
1804,NM,Guadalupe County,"4,429",935,846,87,365,213,267,382,872,1
1805,NM,Harding County,692,93,236,8,59,45,60,82,104,0
1806,NM,Hidalgo County,"4,305",988,938,91,341,221,282,397,"1,050",1
1807,NM,Lea County,"68,759","20,682","7,743","1,924","5,157","2,605","3,096","4,623","10,704",26
1808,NM,Lincoln County,"19,395","3,602","5,460",335,"1,595","1,142","1,498","2,061","3,040",7
1809,NM,Los Alamos County,"18,738","4,249","3,252",395,"1,516",924,"1,134","1,642",691,7
1810,NM,Luna County,"24,078","6,356","5,023",591,"1,833","1,128","1,453","2,035","6,635",9
1811,NM,McKinley County,"72,564","21,164","8,556","1,969","5,500","2,842","3,386","5,042","27,143",27
1812,NM,Mora County,"4,551",824,"1,237",76,378,264,345,477,"1,025",1
1813,NM,Otero County,"65,817","15,429","11,080","1,435","5,317","2,932","3,643","5,254","11,742",25
1814,NM,Quay County,"8,306","1,795","2,090",167,663,452,588,815,"1,968",3
1815,NM,Rio Arriba County,"39,159","9,292","7,313",864,"3,113","1,904","2,378","3,402","11,221",15
1816,NM,Roosevelt County,"18,847","4,542","2,654",422,"1,528",765,933,"1,369","4,545",7
1817,NM,Sandoval County,"142,507","33,537","24,348","3,121","11,440","6,718","8,289","11,977","21,684",54
1818,NM,San Juan County,"126,926","34,390","18,090","3,200","9,812","5,376","6,536","9,569","28,936",49
1819,NM,San Miguel County,"27,748","5,210","5,881",484,"2,339","1,455","1,836","2,607","7,793",10
1820,NM,Santa Fe County,"148,750","27,436","34,519","2,553","12,499","8,106","10,349","14,553","17,838",57
1821,NM,Sierra County,"11,116","1,752","3,950",163,926,717,975,"1,306","2,877",4
1822,NM,Socorro County,"16,798","3,816","3,088",355,"1,359",798,998,"1,429","4,580",6
1823,NM,Taos County,"32,795","5,926","8,297",551,"2,746","1,858","2,398","3,342","7,405",12
1824,NM,Torrance County,"15,506","3,309","3,104",307,"1,268",784,985,"1,404","3,955",6
1825,NM,Union County,"4,187",783,838,72,356,207,261,373,616,1
1826,NM,Valencia County,"75,940","17,961","13,049","1,671","6,084","3,578","4,420","6,382","12,951",29
1827,NY,Albany County,"309,612","57,509","50,798","5,144","23,121","13,035","18,431","25,773","33,186",186
1828,NY,Allegany County,"46,894","9,545","8,610",853,"3,435","2,045","2,963","4,097","6,925",28
1829,NY,Bronx County,"1,471,160","365,774","181,313","32,719","101,218","53,634","73,060","104,164","400,473",883
1830,NY,Broome County,"193,639","37,647","35,989","3,367","14,345","8,539","12,373","17,107","32,094",116
1831,NY,Cattaraugus County,"77,348","17,258","14,375","1,543","5,555","3,446","5,014","6,945","11,836",46
1832,NY,Cayuga County,"77,603","15,385","14,410","1,376","5,751","3,534","5,110","7,101","9,246",47
1833,NY,Chautauqua County,"129,046","26,352","25,231","2,357","9,481","5,881","8,605","11,868","21,835",77
1834,NY,Chemung County,"85,557","18,444","15,605","1,649","6,194","3,774","5,466","7,580","12,391",51
1835,NY,Chenango County,"47,863","9,915","9,563",886,"3,516","2,244","3,292","4,546","5,910",28
1836,NY,Clinton County,"80,980","14,547","13,282","1,301","6,113","3,513","4,954","6,958","10,146",49
1837,NY,Columbia County,"60,604","10,690","13,917",956,"4,631","3,065","4,581","6,265","6,233",36
1838,NY,Cortland County,"47,786","9,153","7,698",818,"3,542","1,986","2,803","3,923","6,890",28
1839,NY,Delaware County,"45,001","7,615","10,739",681,"3,459","2,281","3,434","4,669","7,661",27
1840,NY,Dutchess County,"295,568","56,452","50,271","5,049","22,098","13,199","18,751","26,312","28,178",178
1841,NY,Erie County,"925,528","188,721","161,921","16,881","67,900","40,362","57,884","80,619","130,831",557
1842,NY,Essex County,"37,956","6,189","8,508",553,"2,940","1,899","2,821","3,866","3,778",23
1843,NY,Franklin County,"51,116","9,856","8,257",881,"3,798","2,189","3,087","4,337","8,454",31
1844,NY,Fulton County,"53,877","10,916","10,276",976,"3,975","2,480","3,605","4,999","8,400",32
1845,NY,Genesee County,"57,956","11,820","10,558","1,057","4,268","2,625","3,786","5,273","6,075",35
1846,NY,Greene County,"47,470","7,875","10,251",704,"3,662","2,329","3,439","4,726","5,620",28
1847,NY,Hamilton County,"4,485",620,"1,359",55,360,265,412,553,436,2
