,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,Diabetes,Poverty,LC
924,KS,Hamilton County,"2,640",782,371,73,170,119,152,193,343,1
925,KS,Harper County,"5,590","1,400","1,238",131,377,309,423,516,787,3
926,KS,Harvey County,"34,544","8,453","6,574",795,"2,371","1,803","2,400","2,969","3,021",20
927,KS,Haskell County,"4,053","1,160",588,109,265,190,243,308,404,2
928,KS,Hodgeman County,"1,842",412,418,38,129,107,146,179,196,1
929,KS,Jackson County,"13,318","3,358","2,474",316,906,709,939,"1,170","1,440",7
930,KS,Jefferson County,"18,998","4,360","3,437",410,"1,335","1,047","1,372","1,723","1,584",11
931,KS,Jewell County,"2,850",534,842,50,206,188,268,321,361,1
932,KS,Johnson County,"591,178","145,917","83,028","13,734","40,965","28,572","35,983","45,933","30,974",353
933,KS,Kearny County,"3,960","1,151",592,108,257,183,236,297,405,2
934,KS,Kingman County,"7,360","1,634","1,612",153,517,426,578,712,863,4
935,KS,Kiowa County,"2,485",553,526,52,174,136,184,226,271,1
936,KS,Labette County,"20,145","4,738","3,826",445,"1,401","1,094","1,449","1,805","3,027",12
937,KS,Lane County,"1,559",341,367,32,109,92,127,155,158,0
938,KS,Leavenworth County,"81,095","19,311","11,348","1,817","5,687","3,936","4,944","6,318","5,490",48
939,KS,Lincoln County,"3,043",687,725,64,211,181,250,306,351,1
940,KS,Linn County,"9,726","2,240","2,149",210,676,556,758,930,"1,355",5
941,KS,Logan County,"2,821",669,576,62,195,152,205,252,269,1
942,KS,Lyon County,"33,392","7,456","4,895",701,"2,384","1,588","2,005","2,539","5,055",19
943,KS,McPherson County,"28,708","6,690","5,525",629,"2,001","1,533","2,038","2,526","2,341",17
944,KS,Marion County,"11,986","2,543","2,728",239,852,698,952,"1,165","1,225",7
945,KS,Marshall County,"9,745","2,318","2,079",218,671,549,744,916,"1,032",5
946,KS,Meade County,"4,303","1,148",785,108,286,222,295,366,412,2
947,KS,Miami County,"33,461","8,294","5,518",780,"2,302","1,751","2,267","2,864","2,403",20
948,KS,Mitchell County,"6,128","1,389","1,420",130,426,347,478,581,700,3
949,KS,Montgomery County,"32,556","7,704","6,399",725,"2,256","1,751","2,338","2,892","5,266",19
950,KS,Morris County,"5,455","1,078","1,356",101,393,335,463,564,601,3
951,KS,Morton County,"2,740",655,540,61,189,149,199,247,289,1
952,KS,Nemaha County,"10,118","2,670","2,019",251,674,537,723,891,810,6
953,KS,Neosho County,"16,015","3,897","3,101",366,"1,100",857,"1,142","1,415","2,389",9
954,KS,Ness County,"2,869",626,710,58,201,173,240,292,309,1
955,KS,Norton County,"5,441","1,021","1,110",96,401,310,412,511,566,3
956,KS,Osage County,"15,772","3,667","3,064",345,"1,100",878,"1,166","1,453","1,812",9
957,KS,Osborne County,"3,610",773,885,72,255,215,297,361,437,2
958,KS,Ottawa County,"5,863","1,330","1,156",125,411,328,436,543,652,3
959,KS,Pawnee County,"6,680","1,150","1,364",108,503,388,514,639,737,4
960,KS,Phillips County,"5,370","1,218","1,244",114,374,311,427,522,612,3
961,KS,Pottawatomie County,"23,908","6,914","3,321",650,"1,560","1,086","1,379","1,749","2,312",14
962,KS,Pratt County,"9,547","2,329","1,863",219,655,505,674,833,"1,026",5
963,KS,Rawlins County,"2,497",504,693,47,177,157,222,266,291,1
964,KS,Reno County,"62,510","14,107","12,105","1,327","4,401","3,365","4,469","5,540","7,927",37
965,KS,Republic County,"4,691",959,"1,293",90,333,296,417,502,535,2
966,KS,Rice County,"9,660","2,264","1,784",213,673,506,668,831,"1,104",5
967,KS,Riley County,"74,172","12,301","6,828","1,157","5,766","2,872","3,260","4,267","13,072",44
968,KS,Rooks County,"5,043","1,128","1,110",106,353,288,391,480,539,3
969,KS,Rush County,"3,103",653,773,61,220,189,262,319,367,1
970,KS,Russell County,"6,915","1,487","1,666",139,488,411,567,691,968,4
971,KS,Saline County,"54,734","12,836","9,513","1,208","3,826","2,852","3,720","4,662","6,313",32
972,KS,Scott County,"4,961","1,320",928,124,330,257,342,424,369,2
973,KS,Sedgwick County,"513,687","132,966","72,113","12,515","35,006","24,202","30,563","38,886","72,015",307
974,KS,Seward County,"22,159","6,932","2,145",652,"1,412",878,"1,053","1,373","3,217",13
975,KS,Shawnee County,"178,187","42,524","31,353","4,002","12,379","9,256","12,113","15,146","20,386",106
976,KS,Sheridan County,"2,527",621,577,58,171,144,198,242,286,1
977,KS,Sherman County,"5,930","1,420","1,129",133,410,314,417,517,764,3
978,KS,Smith County,"3,668",737,"1,007",69,261,232,327,395,458,2
979,KS,Stafford County,"4,207","1,027",888,96,287,235,319,392,542,2
980,KS,Stanton County,"2,060",578,350,54,135,102,134,167,205,1
981,KS,Stevens County,"5,612","1,645",840,154,363,267,344,434,569,3
982,KS,Sumner County,"23,159","5,707","4,190",537,"1,590","1,223","1,610","2,011","2,687",13
983,KS,Thomas County,"7,788","1,798","1,310",169,547,388,503,629,853,4
984,KS,Trego County,"2,884",566,707,53,208,177,244,298,326,1
985,KS,Wabaunsee County,"6,874","1,646","1,329",154,475,382,508,633,515,4
986,KS,Wallace County,"1,524",386,342,36,102,85,117,142,168,0
987,KS,Washington County,"5,485","1,235","1,303",116,382,320,442,537,536,3
988,KS,Wichita County,"2,125",560,418,52,141,112,151,187,242,1
989,KS,Wilson County,"8,675","2,078","1,829",195,596,483,653,803,"1,303",5
990,KS,Woodson County,"3,147",649,760,61,224,189,261,318,481,1
991,KS,Wyandotte County,"165,288","46,268","19,813","4,355","10,989","7,284","8,994","11,576","30,151",98
992,KY,Adair County,"19,485","3,972","3,486",311,"1,682","1,921","2,026","2,038","4,044",17
993,KY,Allen County,"20,933","4,934","3,639",387,"1,742","2,026","2,145","2,162","4,508",19
994,KY,Anderson County,"22,544","5,422","3,445",425,"1,864","2,133","2,205","2,242","2,329",20
995,KY,Ballard County,"8,039","1,734","1,637",136,688,826,899,899,"1,257",7
996,KY,Barren County,"43,801","10,347","7,602",811,"3,640","4,219","4,464","4,497","9,477",39
997,KY,Bath County,"12,378","3,154","2,043",247,"1,005","1,167","1,229","1,242","2,812",11
998,KY,Bell County,"26,894","5,668","5,067",444,"2,311","2,709","2,897","2,910","9,494",24
999,KY,Boone County,"130,728","34,416","16,976","2,699","10,441","11,535","11,613","11,875","9,250",119
1000,KY,Bourbon County,"20,029","4,510","3,757",353,"1,691","1,995","2,140","2,149","3,295",18
1001,KY,Boyd County,"47,979","10,320","9,161",809,"4,104","4,838","5,193","5,212","9,179",43
1002,KY,Boyle County,"29,924","6,012","5,622",471,"2,590","2,962","3,154","3,158","4,130",27
1003,KY,Bracken County,"8,267","1,987","1,328",155,685,797,832,844,"1,273",7
1004,KY,Breathitt County,"12,946","2,662","2,163",208,"1,121","1,296","1,352","1,372","4,592",11
1005,KY,Breckinridge County,"20,111","4,650","3,843",364,"1,691","2,033","2,194","2,205","3,537",18
1006,KY,Bullitt County,"80,246","17,766","12,212","1,393","6,792","7,692","7,903","8,043","7,345",73
1007,KY,Butler County,"12,831","2,905","2,353",227,"1,081","1,270","1,356","1,363","2,152",11
1008,KY,Caldwell County,"12,639","2,796","2,607",219,"1,073","1,286","1,406","1,403","1,988",11
1009,KY,Calloway County,"38,919","6,982","6,507",547,"3,424","3,661","3,770","3,781","5,914",35
1010,KY,Campbell County,"92,488","19,452","13,999","1,525","7,904","8,752","8,940","9,078","9,700",84
1011,KY,Carlisle County,"4,846","1,123",998,88,406,486,533,531,721,4
1012,KY,Carroll County,"10,713","2,779","1,620",217,862,979,"1,014","1,028","2,155",9
1013,KY,Carter County,"27,144","6,143","4,967",481,"2,285","2,668","2,846","2,860","7,430",24
1014,KY,Casey County,"15,750","3,556","3,133",278,"1,328","1,574","1,709","1,708","3,818",14
1015,KY,Christian County,"70,416","19,007","8,572","1,490","5,463","5,450","5,357","5,405","12,545",65
1016,KY,Clark County,"36,046","8,163","6,283",640,"3,038","3,537","3,738","3,772","5,009",32
1017,KY,Clay County,"20,366","4,381","3,012",343,"1,731","1,922","1,958","1,992","7,754",18
1018,KY,Clinton County,"10,276","2,326","1,957",182,868,"1,032","1,111","1,116","2,673",9
1019,KY,Crittenden County,"9,084","2,058","1,834",161,766,918,"1,001","1,000","1,602",8
1020,KY,Cumberland County,"6,706","1,453","1,437",113,576,708,779,779,"1,503",6
1021,KY,Daviess County,"100,374","24,503","16,711","1,922","8,239","9,428","9,909","9,990","15,714",91
1022,KY,Edmonson County,"12,226","2,293","2,494",179,"1,081","1,277","1,380","1,381","2,036",11
1023,KY,Elliott County,"7,523","1,381","1,429",108,666,769,817,820,"1,917",7
1024,KY,Estill County,"14,277","3,115","2,638",244,"1,219","1,445","1,543","1,555","3,498",13
1025,KY,Fayette County,"321,959","67,492","41,564","5,294","27,246","28,153","27,725","28,209","50,981",293
1026,KY,Fleming County,"14,446","3,512","2,542",275,"1,191","1,394","1,483","1,493","2,499",13
1027,KY,Floyd County,"36,271","7,974","6,439",625,"3,082","3,593","3,804","3,836","11,536",33
1028,KY,Franklin County,"50,485","10,611","8,811",832,"4,331","4,968","5,225","5,268","6,663",45
1029,KY,Fulton County,"6,192","1,314","1,215",103,531,625,674,674,"1,663",5
1030,KY,Gallatin County,"8,776","2,165","1,208",169,719,809,821,840,"1,282",8
1031,KY,Garrard County,"17,523","3,895","3,077",305,"1,491","1,772","1,876","1,900","2,943",15
1032,KY,Grant County,"24,984","6,619","3,371",519,"1,992","2,219","2,251","2,297","3,391",22
1033,KY,Graves County,"37,121","8,926","6,776",700,"3,069","3,591","3,845","3,858","6,396",33
1034,KY,Grayson County,"26,358","6,281","4,578",492,"2,183","2,528","2,677","2,695","5,724",24
1035,KY,Green County,"11,065","2,330","2,243",182,956,"1,157","1,257","1,260","2,021",10
1036,KY,Greenup County,"35,518","7,620","7,347",597,"3,044","3,653","3,988","3,983","5,609",32
1037,KY,Hancock County,"8,801","2,281","1,450",178,710,826,870,879,"1,065",8
1038,KY,Hardin County,"108,071","26,586","14,805","2,085","8,818","9,700","9,810","9,997","13,394",98
1039,KY,Harlan County,"26,713","6,064","4,810",475,"2,251","2,644","2,814","2,835","10,875",24
1040,KY,Harrison County,"18,781","4,327","3,218",339,"1,578","1,854","1,956","1,980","2,834",17
1041,KY,Hart County,"18,757","4,630","3,070",363,"1,541","1,797","1,886","1,911","3,683",17
1042,KY,Henderson County,"45,928","10,687","7,805",838,"3,835","4,433","4,667","4,711","7,288",41
1043,KY,Henry County,"16,006","3,780","2,751",296,"1,334","1,564","1,653","1,671","2,418",14
1044,KY,Hickman County,"4,520",903,"1,112",70,396,497,561,556,821,4
1045,KY,Hopkins County,"45,547","10,450","8,197",819,"3,821","4,462","4,749","4,777","8,521",41
1046,KY,Jackson County,"13,431","3,088","2,250",242,"1,127","1,309","1,374","1,390","4,160",12
1047,KY,Jefferson County,"771,158","171,882","121,282","13,482","64,852","72,278","74,609","75,466","105,999",702
1048,KY,Jessamine County,"53,375","13,128","7,751","1,029","4,360","4,852","4,963","5,042","7,559",48
1049,KY,Johnson County,"22,594","4,967","4,049",389,"1,921","2,246","2,383","2,402","5,144",20
1050,KY,Kenton County,"165,399","39,547","23,150","3,102","13,615","14,973","15,175","15,448","19,618",151
1051,KY,Knott County,"15,291","3,110","2,735",243,"1,328","1,550","1,637","1,653","5,033",13
1052,KY,Knox County,"31,227","7,269","5,290",570,"2,599","2,967","3,119","3,142","9,789",28
1053,KY,Larue County,"14,205","3,201","2,468",251,"1,199","1,396","1,475","1,489","2,093",12
1054,KY,Laurel County,"60,174","13,970","9,596","1,095","5,020","5,713","5,936","6,012","14,386",54
1055,KY,Lawrence County,"15,719","3,748","2,688",293,"1,304","1,521","1,607","1,623","5,101",14
1056,KY,Lee County,"6,570","1,341","1,210",105,573,687,731,740,"2,147",6
1057,KY,Leslie County,"10,334","2,262","1,787",177,880,"1,027","1,082","1,094","3,123",9
1058,KY,Letcher County,"22,339","4,821","4,211",378,"1,912","2,267","2,428","2,443","6,798",20
1059,KY,Lewis County,"13,339","2,909","2,407",228,"1,138","1,338","1,421","1,433","3,358",12
1060,KY,Lincoln County,"24,456","5,693","4,402",446,"2,045","2,399","2,556","2,572","5,065",22
1061,KY,Livingston County,"9,269","1,898","1,983",148,809,997,"1,094","1,096","1,406",8
1062,KY,Logan County,"27,060","6,459","4,914",506,"2,243","2,631","2,812","2,825","4,780",24
1063,KY,Lyon County,"8,082","1,175","2,050",92,756,939,"1,052","1,044","1,008",7
1064,KY,McCracken County,"65,385","14,586","12,653","1,144","5,531","6,520","7,033","7,041","9,743",59
1065,KY,McCreary County,"17,465","3,797","2,741",297,"1,478","1,642","1,692","1,712","5,404",16
1066,KY,McLean County,"9,201","2,146","1,770",168,771,923,998,"1,001","1,491",8
1067,KY,Madison County,"91,226","19,041","12,246","1,493","7,736","8,064","8,004","8,129","14,330",83
1068,KY,Magoffin County,"12,538","2,844","2,072",223,"1,058","1,234","1,291","1,310","3,974",11
1069,KY,Marion County,"19,395","4,705","3,178",369,"1,597","1,836","1,923","1,944","2,793",17
1070,KY,Marshall County,"31,382","6,544","6,753",513,"2,714","3,292","3,618","3,609","3,739",28
1071,KY,Martin County,"11,452","2,270","1,822",178,993,"1,101","1,131","1,145","3,591",10
1072,KY,Mason County,"17,174","4,019","3,084",315,"1,433","1,680","1,790","1,801","3,019",15
1073,KY,Meade County,"28,154","6,388","3,918",501,"2,363","2,634","2,664","2,723","3,127",25
1074,KY,Menifee County,"6,455","1,227","1,303",96,570,681,735,737,"1,609",5
1075,KY,Mercer County,"21,521","4,696","4,013",368,"1,840","2,193","2,347","2,365","2,850",19
1076,KY,Metcalfe County,"10,107","2,443","1,844",191,836,989,"1,059","1,065","2,335",9
1077,KY,Monroe County,"10,659","2,416","1,991",189,899,"1,066","1,142","1,149","2,542",9
1078,KY,Montgomery County,"27,928","6,622","4,378",519,"2,311","2,612","2,707","2,741","4,845",25
1079,KY,Morgan County,"13,188","2,469","2,105",193,"1,162","1,303","1,339","1,360","3,418",12
1080,KY,Muhlenberg County,"30,816","6,374","5,797",499,"2,656","3,080","3,287","3,298","5,632",28
1081,KY,Nelson County,"45,640","10,898","6,921",854,"3,777","4,290","4,424","4,496","4,413",41
1082,KY,Nicholas County,"7,130","1,702","1,184",133,591,687,722,731,"1,318",6
1083,KY,Ohio County,"24,182","5,877","4,246",460,"1,990","2,304","2,448","2,461","4,180",22
1084,KY,Oldham County,"66,415","16,892","8,408","1,324","5,388","6,022","6,036","6,203","3,106",61
1085,KY,Owen County,"10,765","2,385","1,937",187,915,"1,081","1,149","1,160","1,683",9
1086,KY,Owsley County,"4,435",961,859,75,379,451,486,488,"1,594",4
1087,KY,Pendleton County,"14,573","3,292","2,290",258,"1,232","1,433","1,486","1,513","2,099",13
1088,KY,Perry County,"26,553","6,060","4,358",475,"2,233","2,585","2,702","2,739","6,706",24
1089,KY,Pike County,"58,883","12,159","10,696",953,"5,096","5,973","6,334","6,389","16,502",53
1090,KY,Powell County,"12,374","2,992","1,914",234,"1,019","1,159","1,200","1,217","2,973",11
1091,KY,Pulaski County,"64,449","14,451","11,981","1,133","5,450","6,413","6,863","6,897","15,049",58
1092,KY,Robertson County,"2,134",453,460,35,184,226,248,248,438,1
1093,KY,Rockcastle County,"16,698","3,629","2,969",284,"1,427","1,682","1,782","1,800","3,484",15
1094,KY,Rowan County,"24,517","4,649","3,342",364,"2,120","2,162","2,136","2,162","5,043",22
1095,KY,Russell County,"17,775","4,019","3,542",315,"1,504","1,814","1,971","1,975","4,087",16
1096,KY,Scott County,"54,873","13,991","6,392","1,097","4,411","4,705","4,624","4,748","5,552",50
1097,KY,Shelby County,"47,421","11,059","7,209",867,"3,948","4,455","4,587","4,659","4,955",43
1098,KY,Simpson County,"18,108","4,381","2,997",343,"1,492","1,717","1,802","1,820","2,550",16
1099,KY,Spencer County,"18,507","4,284","2,514",336,"1,555","1,787","1,809","1,861","1,370",16
1100,KY,Taylor County,"25,472","5,698","4,435",446,"2,140","2,425","2,555","2,567","4,365",23
1101,KY,Todd County,"12,243","3,286","1,964",257,973,"1,114","1,170","1,180","2,162",11
1102,KY,Trigg County,"14,444","3,133","3,209",245,"1,240","1,538","1,706","1,701","2,011",13
1103,KY,Trimble County,"8,561","1,881","1,488",147,729,854,901,912,"1,144",7
1104,KY,Union County,"14,668","2,780","2,390",218,"1,282","1,408","1,450","1,464","2,581",13
1105,KY,Warren County,"128,845","29,322","16,373","2,299","10,647","10,964","10,805","10,980","19,562",117
1106,KY,Washington County,"12,126","2,828","2,132",221,"1,013","1,183","1,254","1,264","1,792",11
1107,KY,Wayne County,"20,716","4,287","4,224",336,"1,792","2,141","2,325","2,326","5,055",18
1108,KY,Webster County,"13,018","2,981","2,238",233,"1,092","1,265","1,334","1,346","1,852",11
1109,KY,Whitley County,"36,214","9,084","5,721",712,"2,936","3,294","3,429","3,459","9,131",33
1110,KY,Wolfe County,"7,264","1,684","1,393",132,608,723,780,782,"2,129",6
1111,KY,Woodford County,"26,368","5,969","4,751",468,"2,228","2,637","2,807","2,832","2,415",23
1112,LA,Acadia Parish County,"62,590","16,394","9,237","1,434","4,052","4,197","5,277","6,397","14,206",41
1113,LA,Allen Parish County,"25,621","5,680","3,788",497,"1,753","1,763","2,183","2,661","4,444",17
1114,LA,Ascension Parish County,"122,948","33,080","14,039","2,894","7,977","7,770","9,302","11,647","15,316",82
1115,LA,Assumption Parish County,"22,526","4,937","3,841",432,"1,535","1,651","2,122","2,546","4,212",14
1116,LA,Avoyelles Parish County,"40,980","9,787","6,738",856,"2,724","2,866","3,657","4,383","9,243",27
1117,LA,Beauregard Parish County,"36,928","9,123","5,726",798,"2,434","2,528","3,193","3,853","5,170",24
1118,LA,Bienville Parish County,"13,638","3,111","2,722",272,908,"1,025","1,364","1,597","3,369",9
1119,LA,Bossier Parish County,"127,634","32,024","17,681","2,802","8,420","8,323","10,213","12,480","20,997",85
1120,LA,Caddo Parish County,"246,581","59,169","40,667","5,177","16,361","17,156","21,879","26,193","62,114",163
1121,LA,Calcasieu Parish County,"202,445","50,403","29,245","4,410","13,364","13,538","16,825","20,480","28,177",134
1122,LA,Caldwell Parish County,"9,950","2,309","1,743",202,665,713,922,"1,097","2,190",6
1123,LA,Cameron Parish County,"6,912","1,554","1,093",135,469,501,637,772,909,4
1124,LA,Catahoula Parish County,"9,875","2,130","1,675",186,676,708,903,"1,082","2,504",6
1125,LA,Claiborne Parish County,"15,969","2,874","3,018",251,"1,139","1,217","1,573","1,868","5,145",10
1126,LA,Concordia Parish County,"19,866","4,778","3,357",418,"1,315","1,393","1,787","2,133","5,086",13
1127,LA,De Soto Parish County,"27,340","6,604","4,772",577,"1,803","1,958","2,541","3,025","6,162",18
1128,LA,East Baton Rouge Parish County,"446,268","101,307","60,934","8,864","30,450","29,375","35,551","43,659","82,191",296
1129,LA,East Carroll Parish County,"7,126","1,745","1,027",152,473,473,586,713,"2,820",4
